0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, -0, 0, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0025, 0, 0, 5.19663e-05, 0.000544904, 0, 0, 0.00431968, 0.0492907, 0, -6.43896e-06, -0.000849355, -0.00163808, -9.41348e-05, 0.0696377, 0.000351976, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.005, 0.000230415, -8.53717e-05, 0.000247246, 0.00169053, 0, 0.046035, -0.00901754, -0.00164588, -8.53717e-05, 0.000110123, 8.53248e-05, -0.006407, -0.00183455, -0.0520121, -0.00040557, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0075, 0.000690765, -0.000256027, 0.000531456, 0.00294539, 0, 0.046035, 0.00402954, -0.0587174, -0.000256027, 0.000385281, -0.00114055, -0.0128458, -0.00486941, -0.0935115, -0.000762263, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.01, 0.00115111, -0.000426683, 0.000858341, 0.00419809, 0, 0.046035, -0.02275, -0.0271274, -0.000426683, 0.000701034, 0.0273044, -0.020001, -0.00861038, -0.0763013, -0.0130644, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0125, 0.00161146, -0.000597339, 0.00122758, 0.00523143, 0, 0.046035, -0.00639582, 0.00458963, -0.000597339, 0.00107207, 0.0131222, -0.027966, -0.0129532, -0.00912404, -0.00842077, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.015, 0.0020717, -0.000767971, 0.00162154, 0.00606119, 0, 0.0460114, -0.00481608, -0.0743253, -0.000767971, 0.00142289, 0.0164663, -0.0362767, -0.0177746, -0.0942557, -0.0107491, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0175, 0.00253181, -0.00093858, 0.00200667, 0.00648653, 0, 0.0460114, -0.00836658, 0.0582354, -0.00093858, 0.00167854, 0.000934952, -0.0441513, -0.0227379, 0.0643512, -0.0053465, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.02, 0.00295301, -0.00100316, 0.00244056, 0.0068471, 0, 0.0416871, -0.0228818, 0.156357, -0.00100316, 0.00190203, 0.0020317, -0.0530845, -0.0282675, 0.173314, -0.00633253, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0225, 0.00336988, -0.00105595, 0.00291683, 0.00711189, 0, 0.0416871, -0.00607229, -0.0504077, -0.00105595, 0.00212863, 0.00100563, -0.0626459, -0.0345817, -0.0519523, -0.00645296, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.025, 0.00378675, -0.00110875, 0.00339863, 0.0072375, 0, 0.0416871, -0.0220243, 0.156304, -0.00110875, 0.00228989, 0.0019475, -0.0720616, -0.0412261, 0.178341, -0.00723641, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0275, 0.00420362, -0.00116154, 0.00391659, 0.00737185, 0, 0.0416871, -0.00457818, 0.0587886, -0.00116154, 0.00244534, 0.000812812, -0.0820607, -0.0484923, 0.0838308, -0.0071782, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.03, 0.00462049, -0.00121433, 0.00447418, 0.00733473, 0, 0.0416871, 0.0172149, -0.119003, -0.00121433, 0.00257887, -0.0104722, -0.0927686, -0.0563708, -0.103296, -0.00301822, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0325, 0.00503736, -0.00126713, 0.0050567, 0.00736644, 0, 0.0416871, -0.00502297, 0.00419003, -0.00126713, 0.00267103, -0.0112787, -0.103887, -0.0646699, 0.0186467, -0.00297102, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.035, 0.0054509, -0.00131589, 0.00567847, 0.00733441, 0, 0.0411493, -0.0220331, 0.156165, -0.00131589, 0.00276565, 0.00184187, -0.115594, -0.0736883, 0.181572, -0.00849168, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0375, 0.0058624, -0.00136309, 0.00633747, 0.00733101, 0, 0.0411493, -0.0046151, 0.0588112, -0.00136309, 0.00284991, 0.000764257, -0.12793, -0.0833188, 0.0863595, -0.0083104, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.04, 0.00627389, -0.00141028, 0.00704797, 0.00725609, 0, 0.0411493, -0.0220969, 0.156136, -0.00141028, 0.00293343, 0.00180545, -0.141334, -0.0935988, 0.18236, -0.00897522, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0425, 0.00668538, -0.00145747, 0.00779902, 0.00726635, 0, 0.0411493, -0.00465305, 0.0588293, -0.00145747, 0.00301829, 0.0007437, -0.155413, -0.104554, 0.0876402, -0.00880143, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.045, 0.00709531, -0.00150197, 0.00860715, 0.00720653, 0, 0.0409929, -0.0227771, 0.156025, -0.00150197, 0.0031023, 0.00176476, -0.170668, -0.116237, 0.183343, -0.00945402, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0475, 0.00750524, -0.00154647, 0.00946217, 0.00723314, 0, 0.0409929, -0.0046557, 0.0588301, -0.00154647, 0.00318758, 0.000728172, -0.186716, -0.12869, 0.0900417, -0.00928596, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.05, 0.00791517, -0.00159097, 0.010348, 0.00717849, 0, 0.0409929, -0.017626, -0.0272902, -0.00159097, 0.00323831, 0.026998, -0.203041, -0.141894, -0.0279555, -0.0199748, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0525, 0.00832355, -0.00163022, 0.0112636, 0.00704565, 0, 0.0404786, -0.00595719, 0.0578575, -0.00163022, 0.00317535, 0.000904405, -0.219728, -0.155725, 0.0891076, -0.00949234, -14, 0.03, -12, -0.03, -10, 0.03, -4.03, 0.03, 0.03, 0.03, 6.03, 0
