0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, -0, 0, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0025, 0, 0, 5.19663e-05, 0.000544904, 0, 0, 0.00431968, 0.0492907, 0, -6.43896e-06, -0.000849355, -0.00163808, -9.41348e-05, 0.0696377, 0.000351976, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.005, 0, 0, 0.000249184, 0.00169079, 0, 0, -0.00899596, -0.00164915, 0, 0.000110121, 8.66745e-05, -0.0064394, -0.00186672, 0.00395138, -0.0002439, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0075, 0, 0, 0.00055601, 0.00294896, 0, 0, 0.00498931, -0.0585623, 0, 0.000385203, -0.00114746, -0.0132595, -0.00527415, -0.0347519, -0.000272903, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.01, 5.73364e-05, 0, 0.000923548, 0.00421539, 0, 0.0191121, -0.0287205, 0.156524, 0, 0.000701975, 0.0023042, -0.0210087, -0.00977626, 0.172864, -0.00225543, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0125, 0.000248458, 0, 0.00136217, 0.00515655, 0, 0.0191121, 0.00640708, -0.0580567, 0, 0.00104972, -0.00107816, -0.0301174, -0.0152883, -0.0328436, -0.0015632, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.015, 0.000439579, 0, 0.00182356, 0.00597924, 0, 0.0191121, -0.00495099, -0.0743286, 0, 0.00137986, 0.0164653, -0.0392994, -0.0214858, -0.0574143, -0.00920783, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.0175, 0.000630701, 0, 0.00232174, 0.00637907, 0, 0.0191121, -0.00567836, -0.0503722, 0, 0.00164978, 0.00100769, -0.0491046, -0.0282868, -0.0248399, -0.00353766, -14, 0.01, -12, -0.01, -10, 0.01, -4.01, 0.01, 0.01, 0.01, 6.01, 0
0.02, 0.000817704, 0, 0.00286379, 0.00666431, 0, 0.0187136, 0.0150208, -0.157374, 0, 0.00187436, -0.00213713, -0.0596818, -0.0357778, -0.124164, -0.00270642, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0225, 0.00100484, 0, 0.00343506, 0.00689086, 0, 0.0187136, -0.00464734, 0.0586486, 0, 0.0020594, 0.000876383, -0.070601, -0.0439011, 0.114755, -0.00426341, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.025, 0.00119198, 0, 0.00408252, 0.00704536, 0, 0.0187136, -0.0229771, 0.156218, 0, 0.00222818, 0.00196186, -0.0829928, -0.0530912, 0.212683, -0.00501829, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0275, 0.00137911, 0, 0.00479601, 0.00728592, 0, 0.0187136, -0.00403977, 0.0589312, 0, 0.00239892, 0.000799405, -0.0964383, -0.0634287, 0.122516, -0.00487771, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.03, 0.00156625, 0, 0.00555243, 0.0073462, 0, 0.0187136, -0.00710866, 0.0728325, 0, 0.00254424, -0.0166439, -0.110253, -0.0748277, 0.137793, 0.00182351, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0325, 0.00175338, 0, 0.00635045, 0.00729647, 0, 0.0187136, -0.00439675, 0.0585433, 0, 0.00258336, 0.00084126, -0.124641, -0.0870404, 0.125262, -0.0052449, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.035, 0.0019392, 0, 0.00722856, 0.00717344, 0, 0.0180857, -0.0227474, 0.15608, 0, 0.00260653, 0.00189297, -0.140499, -0.100453, 0.221953, -0.0057096, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0375, 0.00212006, 0, 0.0081739, 0.00713701, 0, 0.0180857, -0.00395067, 0.0589469, 0, 0.00263128, 0.000770175, -0.1574, -0.115063, 0.129899, -0.00530751, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.04, 0.00230092, 0, 0.0091948, 0.00703919, 0, 0.0180857, -0.00921635, 0.145157, 0, 0.0026561, -0.000540679, -0.175633, -0.13086, 0.228628, -0.00483032, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0425, 0.00248178, 0, 0.0102624, 0.0069628, 0, 0.0180857, -0.00395624, 0.0589778, 0, 0.00266668, 0.000757717, -0.194241, -0.147837, 0.133463, -0.00536979, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.045, 0.00266562, 0, 0.0114177, 0.00682122, 0, 0.01908, -0.0242981, 0.155885, 0, 0.00267591, 0.00186469, -0.214506, -0.166084, 0.225725, -0.0058301, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0475, 0.00285642, 0, 0.0126533, 0.00677177, 0, 0.01908, -0.00395171, 0.0589977, 0, 0.00268585, 0.000744315, -0.236092, -0.185684, 0.136543, -0.00540085, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.05, 0.00304722, 0, 0.0139877, 0.00665938, 0, 0.01908, -0.0254781, 0.155691, 0, 0.00269429, 0.0018463, -0.259531, -0.206727, 0.229112, -0.00585768, -14, 0.02, -12, -0.02, -10, 0.02, -4.02, 0.02, 0.02, 0.02, 6.02, 0
0.0525, 0.00323679, 0, 0.0154149, 0.0066413, 0, 0.0186729, -0.00389582, 0.0590058, 0, 0.00270335, 0.000734994, -0.284508, -0.229324, 0.143019, -0.00543036, -14, 0.03, -12, -0.03, -10, 0.03, -4.03, 0.03, 0.03, 0.03, 6.03, 0
0.055, 0.00342352, 0, 0.0169554, 0.0065626, 0, 0.0186729, -0.0268735, 0.155461, 0, 0.00271083, 0.00182956, -0.311584, -0.253595, 0.234509, -0.00588239, -14, 0.03, -12, -0.03, -10, 0.03, -4.03, 0.03, 0.03, 0.03, 6.03, 0
