0, 0, 0, -0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, -0, 0
0.0025, 0, 0, 5.19663e-05, 0.000544904, 0, 0, 0.00431968, 0.0492907, 0, -6.43896e-06, -0.000849355, -0.00163808, -9.41348e-05, 0.0696377, 0.000351976
0.005, 0, 0, 0.000249184, 0.00169079, 0, 0, -0.00899596, -0.00164915, 0, 0.000110121, 8.66745e-05, -0.0064394, -0.00186672, 0.00395138, -0.0002439
0.0075, 0, 0, 0.00055601, 0.00294896, 0, 0, 0.00498931, -0.0585623, 0, 0.000385203, -0.00114746, -0.0132595, -0.00527415, -0.0347519, -0.000272903
0.01, 0, 0, 0.000923814, 0.00421542, 0, 0, -0.0284541, 0.156559, 0, 0.000701976, 0.00230431, -0.0210131, -0.0097807, 0.196334, -0.00225548
0.0125, 0, 0, 0.00136974, 0.00515764, 0, 0, 0.00680519, -0.0579935, 0, 0.0010497, -0.00108027, -0.0302453, -0.0154129, -0.00857705, -0.00156232
0.015, 0, 0, 0.00184873, 0.00598303, 0, 0, -0.0050676, -0.0743437, 0, 0.00137977, 0.016465, -0.0397269, -0.0218976, -0.0332077, -0.00920757
0.0175, 0, 0, 0.00237644, 0.00638754, 0, 0, -0.00526846, -0.0502996, 0, 0.00164954, 0.00100402, -0.050037, -0.0291776, 0.00080984, -0.00353573
0.02, 0, 0, 0.00295271, 0.00668503, 0, 0, -0.0186698, -0.0270515, 0, 0.00187513, 0.0271291, -0.0610974, -0.0373262, 0.017166, -0.0144144
0.0225, 0, 0, 0.00358347, 0.00691971, 0, 0, -0.00353021, 0.0589101, 0, 0.00204393, 0.000858511, -0.0730652, -0.0463838, 0.142597, -0.00422688
0.025, 0, 0, 0.00430377, 0.00708481, 0, 0, -0.0234733, 0.156152, 0, 0.00221253, 0.00196125, -0.0866823, -0.0567766, 0.239077, -0.00498831
0.0275, 0, 0, 0.00509394, 0.00729611, 0, 0, -0.00131216, 0.0049009, 0, 0.00237321, -0.0112902, -0.101263, -0.0685348, 0.0885366, 6.96609e-06
