0, -19, 0, 0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 0, 0, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.0025, -19.0003, 1.69707e-05, 0, 0, 0, 5.19663e-05, 0.000544904, 0.00431968, 0.0492907, -6.43896e-06, -0.000849355, -0.00163808, -9.41348e-05, 0.0692857, 0.0699897, 0, 0, 0, 0, 0, 0, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.005, -19.0008, 4.88647e-05, 0, 0, 0, 0.000249184, 0.00169079, -0.00899596, -0.00164915, 0.000110121, 8.66745e-05, -0.0064394, -0.00186672, 0.00419528, 0.00370748, 0, 0, 0, 0, 0, 0, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.0075, -19.0015, 8.18833e-05, 0, 0, 0, 0.00055601, 0.00294896, 0.00498931, -0.0585623, 0.000385203, -0.00114746, -0.0132595, -0.00527415, -0.034479, -0.0350248, 0, 0, 0, 0, 0, 0, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.01, -19.0021, 0.000110359, 0.000118358, 0.0131509, -0.000857755, 0.000921593, 0.00421511, -0.0284422, 0.156562, 0.000701989, 0.00230407, -0.0209771, -0.00974267, 0.184091, 0.17632, 0, 0, 0, 0, 0.0131509, -0.047653, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.0125, -19.0026, 0.000139628, 0.000249868, 0.0131509, -0.00181082, 0.00135816, 0.00515591, 0.00653079, -0.0580403, 0.00104984, -0.00107186, -0.0300629, -0.015209, -0.0205378, -0.0305508, 0, 0, 0, 0, 0.0131509, -0.047653, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.015, -19.003, 0.000160009, 0.000381377, 0.0131509, -0.00276388, 0.00182039, 0.00597864, -0.00495613, -0.0743295, 0.00138025, 0.0164653, -0.0392939, -0.0213858, -0.0356487, -0.0645686, 0, 0, 0, 0, 0.0131509, -0.047653, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.0175, -19.0032, 0.000179265, 0.000512886, 0.0131509, -0.00371694, 0.00232282, 0.006379, -0.0055509, -0.0503535, 0.00165072, 0.00102102, -0.0492439, -0.0281833, -0.00654818, -0.0277621, 0, 0, 0, 0, 0.0131509, -0.047653, -14, 0.008, -12, -0.008, -10, 0.008, -3.508, 0.008, 0.008, 0.008, 6.008, 0
0.02, -19.0033, 0.000198097, 0.00071589, 0.0210947, -0.00451504, 0.00287111, 0.00666506, 0.0149791, -0.157379, 0.00187616, -0.0021374, -0.0600479, -0.0356557, -0.115455, -0.138031, 0, 0, 0, 0, 0.0210947, -0.0390443, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0225, -19.0035, 0.000212656, 0.000927828, 0.022086, -0.00529553, 0.00344807, 0.00689229, -0.00468777, 0.0586384, 0.00206254, 0.000897218, -0.0712473, -0.0436885, 0.12527, 0.0965912, 0, 0, 0, 0, 0.022086, -0.038844, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.025, -19.0035, 0.00023024, 0.00114869, 0.022086, -0.00607241, 0.00410035, 0.00704722, -0.0230103, 0.156216, 0.00223319, 0.00196083, -0.083972, -0.0527063, 0.225359, 0.19223, 0, 0, 0, 0, 0.022086, -0.038844, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0275, -19.0036, 0.000241381, 0.00136955, 0.022086, -0.00684929, 0.00480541, 0.00724437, -0.00179744, 0.0047902, 0.00239689, -0.0112551, -0.0974329, -0.0627474, 0.0689207, 0.0427893, 0, 0, 0, 0, 0.022086, -0.038844, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.03, -19.0037, 0.000249754, 0.00159041, 0.022086, -0.00762617, 0.00556653, 0.00731656, -0.0234577, 0.156041, 0.00254819, 0.00187645, -0.11184, -0.0737108, 0.233748, 0.193585, 0, 0, 0, 0, 0.022086, -0.038844, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0325, -19.0037, 0.000255147, 0.00181127, 0.022086, -0.00840305, 0.0063816, 0.00732535, -0.00254476, 0.00476129, 0.00266779, -0.011282, -0.127155, -0.0855645, 0.075614, 0.0425704, 0, 0, 0, 0, 0.022086, -0.038844, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.035, -19.0037, 0.000258264, 0.0020341, 0.0224814, -0.00917569, 0.0072448, 0.00728346, -0.0103559, 0.108575, 0.00272833, -0.00855503, -0.143289, -0.0982046, 0.194542, 0.15615, 0, 0, 0, 0, 0.0224814, -0.0384206, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0375, -19.0036, 0.000262229, 0.00225892, 0.0224814, -0.00994411, 0.00817472, 0.00712896, 0.00637633, -0.00368689, 0.00273227, -0.0130825, -0.160692, -0.111799, 0.0802179, 0.0425137, 0, 0, 0, 0, 0.0224814, -0.0384206, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.04, -19.0036, 0.000261757, 0.00248149, 0.0221612, -0.0107105, 0.00916558, 0.00698609, 0.0133635, -0.157279, 0.00275539, -0.00188003, -0.179079, -0.12644, -0.0883877, -0.138054, 0, 0, 0, 0, 0.0221612, -0.038275, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0425, -19.0035, 0.000261046, 0.0027031, 0.0221612, -0.011476, 0.010212, 0.00686222, -0.00517122, 0.00403284, 0.00275684, -0.0111619, -0.198551, -0.141849, 0.0819927, 0.0368375, 0, 0, 0, 0, 0.0221612, -0.038275, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.045, -19.0035, 0.000261829, 0.00292472, 0.0221612, -0.0122415, 0.0113376, 0.00674805, -0.0240213, 0.155889, 0.00274351, 0.00186129, -0.219571, -0.15835, 0.249871, 0.191439, 0, 0, 0, 0, 0.0221612, -0.038275, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0475, -19.0035, 0.000260781, 0.00314633, 0.0221612, -0.013007, 0.0125425, 0.00668543, -0.0039661, 0.0589328, 0.00272499, 0.000808466, -0.242023, -0.176061, 0.160947, 0.100518, 0, 0, 0, 0, 0.0221612, -0.038275, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.05, -19.0034, 0.000263139, 0.00337013, 0.0228921, -0.0137709, 0.0138432, 0.0065579, -0.0252158, 0.155767, 0.00270644, 0.00185846, -0.266414, -0.195026, 0.254632, 0.190531, 0, 0, 0, 0, 0.0228921, -0.0380043, -14, 0.016, -12, -0.016, -10, 0.016, -3.516, 0.016, 0.016, 0.016, 6.016, 0
0.0525, -19.0034, 0.000264349, 0.00361467, 0.0251235, -0.0145042, 0.0152315, 0.00652325, -0.00406011, 0.0589931, 0.00269001, 0.000800431, -0.292433, -0.215285, 0.165256, 0.0992775, 0, 0, 0, 0, 0.0251235, -0.0360931, -14, 0.024, -12, -0.024, -10, 0.024, -3.524, 0.024, 0.024, 0.024, 6.024, 0
0.055, -19.0033, 0.00025896, 0.00386591, 0.0251235, -0.0152261, 0.0166913, 0.0063805, -0.0264773, 0.155594, 0.00266351, 0.00185689, -0.319524, -0.236853, 0.258297, 0.188831, 0, 0, 0, 0, 0.0251235, -0.0360931, -14, 0.024, -12, -0.024, -10, 0.024, -3.524, 0.024, 0.024, 0.024, 6.024, 0
0.0575, -19.0033, 0.000252905, 0.00411714, 0.0251235, -0.0159479, 0.0182472, 0.00631381, -0.00398042, 0.058989, 0.0026352, 0.000804354, -0.348418, -0.259823, 0.173547, 0.102288, 0, 0, 0, 0, 0.0251235, -0.0360931, -14, 0.024, -12, -0.024, -10, 0.024, -3.524, 0.024, 0.024, 0.024, 6.024, 0
0.06, -19.0032, 0.000253152, 0.00436838, 0.0251235, -0.0166698, 0.0197098, 0.00604253, -0.00439506, -0.000575946, 0.0025601, -7.13032e-05, -0.372671, -0.284321, 0.103521, 0.0305045, 0, 0, 0, 0, 0.0251235, -0.0360931, -14, 0.024, -12, -0.024, -10, 0.024, -3.524, 0.024, 0.024, 0.024, 6.024, 0
