0, 0.272727, 0, 0, 0, 0, 0, 0
0.0005, 0.272727, 0, 0, 0, 0, 0, 0
0.0005, 0.272727, 0, 0, 0, 0, 0, 0
0.001, 0.27278, -4.7138e-07, 0, 0, 0, 0, 0
0.001, 0.272762, -2.97961e-07, 0, 0, 0, 0, 0
0.0015, 0.272805, -6.61243e-07, 0, 0, 0, 0, 0
0.0015, 0.272831, -8.62099e-07, 0, 0, 0, 0, 0
0.002, 0.2729, -1.39003e-06, 0, 0, 0, 0, 0
0.002, 0.2729, -1.4051e-06, 0, 0, 0, 0, 0
0.0025, 0.272986, -2.09326e-06, 0, 0, 0, 0, 0
0.0025, 0.273011, -2.28222e-06, 0, 0, 0, 0, 0
0.003, 0.273065, -2.85301e-06, 0, 0, 0, 0, 0
0.003, 0.273104, -3.08312e-06, 0, 0, 0, 0, 0
0.0035, 0.273212, -4.01251e-06, 0, 0, 0, 0, 0
0.0035, 0.27321, -4.08346e-06, 0, 0, 0, 0, 0
0.004, 0.273384, -4.47836e-06, 0, 0, 0, 0, 0
0.004, 0.273338, -4.86219e-06, 0, 0, 0, 0, 0
0.0045, 0.273476, -5.62463e-06, 0, 0, 0, 0, 0
0.0045, 0.273473, -5.69799e-06, 0, 0, 0, 0, 0
0.005, 0.27361, -6.59312e-06, 0, 0, 0, 0, 0
0.005, 0.273609, -6.57133e-06, 0, 0, 0, 0, 0
0.0055, 0.273753, -7.42321e-06, 0, 0, 0, 0, 0
0.0055, 0.273751, -7.52888e-06, 0, 0, 0, 0, 0
0.006, 0.273905, -7.58863e-06, 0, 0, 0, 0, 0
0.006, 0.273878, -8.29102e-06, 0, 0, 0, 0, 0
0.0065, 0.274014, -9.06592e-06, 0, 0, 0, 0, 0
0.0065, 0.274012, -9.19319e-06, 0, 0, 0, 0, 0
0.007, 0.274216, -9.46664e-06, 0, 0, 0, 0, 0
0.007, 0.27415, -9.95477e-06, 0, 0, 0, 0, 0
0.0075, 0.274298, -1.07545e-05, 0, 0, 0, 0, 0
0.0075, 0.274266, -1.10117e-05, 0, 0, 0, 0, 0
0.008, 0.27451, -1.11693e-05, 0, 0, 0, 0, 0
0.008, 0.274425, -1.17433e-05, 0, 0, 0, 0, 0
0.0085, 0.274574, -1.25964e-05, 0, 0, 0, 0, 0
0.0085, 0.274547, -1.23717e-05, 0, 0, 0, 0, 0
0.009, 0.274662, -1.39965e-05, 0, 0, 0, 0, 0
0.009, 0.274687, -1.32549e-05, 0, 0, 0, 0, 0
0.0095, 0.274798, -1.40789e-05, 0, 0, 0, 0, 0
0.0095, 0.27483, -1.38909e-05, 0, 0, 0, 0, 0
0.01, 0.274849, -1.54091e-05, 0, 0, 0, 0, 0
0.01, 0.274933, -1.48418e-05, 0, 0, 0, 0, 0
0.0105, 0.275046, -1.57339e-05, 0, 0, 0, 0, 0
0.0105, 0.275049, -1.53945e-05, 0, 0, 0, 0, 0
0.011, 0.275098, -1.72176e-05, 0, 0, 0, 0, 0
0.011, 0.275162, -1.64792e-05, 0, 0, 0, 0, 0
0.0115, 0.275267, -1.74026e-05, 0, 0, 0, 0, 0
0.0115, 0.27527, -1.70664e-05, 0, 0, 0, 0, 0
0.012, 0.27538, -1.82499e-05, 0, 0, 0, 0, 0
0.012, 0.275359, -1.79283e-05, 0, 0, 0, 0, 0
0.0125, 0.275461, -1.85152e-05, 0, 0, 0, 0, 0
0.0125, 0.27543, -1.87836e-05, 0, 0, 0, 0, 0
0.013, 0.275628, -1.87201e-05, 0, 0, 0, 0, 0
0.013, 0.275543, -1.93053e-05, 0, 0, 0, 0, 0
0.0135, 0.275647, -1.9956e-05, 0, 0, 0, 0, 0
0.0135, 0.27562, -1.97367e-05, 0, 0, 0, 0, 0
0.014, 0.275747, -2.14441e-05, 0, 0, 0, 0, 0
0.014, 0.275733, -2.0478e-05, 0, 0, 0, 0, 0
0.0145, 0.275818, -2.11718e-05, 0, 0, 0, 0, 0
0.0145, 0.275792, -2.0966e-05, 0, 0, 0, 0, 0
0.015, 0.27591, -2.17708e-05, 0, 0, 0, 0, 0
0.015, 0.27587, -2.15375e-05, 0, 0, 0, 0, 0
0.0155, 0.275931, -2.21255e-05, 0, 0, 0, 0, 0
0.0155, 0.275904, -2.19109e-05, 0, 0, 0, 0, 0
0.016, 0.275988, -2.35587e-05, 0, 0, 0, 0, 0
0.016, 0.275974, -2.25913e-05, 0, 0, 0, 0, 0
0.0165, 0.276026, -2.32747e-05, 0, 0, 0, 0, 0
0.0165, 0.276, -2.3055e-05, 0, 0, 0, 0, 0
0.017, 0.276143, -2.35328e-05, 0, 0, 0, 0, 0
0.017, 0.276061, -2.38167e-05, 0, 0, 0, 0, 0
0.0175, 0.276115, -2.43775e-05, 0, 0, 0, 0, 0
0.0175, 0.276089, -2.41486e-05, 0, 0, 0, 0, 0
0.018, 0.276166, -2.57601e-05, 0, 0, 0, 0, 0
0.018, 0.276152, -2.47901e-05, 0, 0, 0, 0, 0
0.0185, 0.276198, -2.54221e-05, 0, 0, 0, 0, 0
0.0185, 0.276171, -2.5193e-05, 0, 0, 0, 0, 0
0.019, 0.27625, -2.59188e-05, 0, 0, 0, 0, 0
0.019, 0.27621, -2.56837e-05, 0, 0, 0, 0, 0
0.0195, 0.27624, -2.61185e-05, 0, 0, 0, 0, 0
0.0195, 0.276213, -2.5886e-05, 0, 0, 0, 0, 0
0.02, 0.276266, -2.73689e-05, 0, 0, 0, 0, 0
0.02, 0.276252, -2.63974e-05, 0, 0, 0, 0, 0
0.0205, 0.276273, -2.68959e-05, 0, 0, 0, 0, 0
0.0205, 0.276276, -2.68009e-05, 0, 0, 0, 0, 0
0.021, 0.276231, -2.78371e-05, 0, 0, 0, 0, 0
0.021, 0.276296, -2.73365e-05, 0, 0, 0, 0, 0
0.0215, 0.276307, -2.78654e-05, 0, 0, 0, 0, 0
0.0215, 0.276339, -2.76205e-05, 0, 0, 0, 0, 0
0.022, 0.276256, -2.88381e-05, 0, 0, 0, 0, 0
0.022, 0.27634, -2.8241e-05, 0, 0, 0, 0, 0
0.0225, 0.276352, -2.87565e-05, 0, 0, 0, 0, 0
0.0225, 0.276384, -2.85149e-05, 0, 0, 0, 0, 0
0.023, 0.276301, -2.97232e-05, 0, 0, 0, 0, 0
0.023, 0.276386, -2.91251e-05, 0, 0, 0, 0, 0
0.0235, 0.276398, -2.96337e-05, 0, 0, 0, 0, 0
0.0235, 0.276429, -2.93944e-05, 0, 0, 0, 0, 0
0.024, 0.276347, -3.05988e-05, 0, 0, 0, 0, 0
0.024, 0.276432, -3e-05, 0, 0, 0, 0, 0
0.0245, 0.276444, -3.05062e-05, 0, 0, 0, 0, 0
0.0245, 0.276476, -3.02686e-05, 0, 0, 0, 0, 0
0.025, 0.276394, -3.14733e-05, 0, 0, 0, 0, 0
0.025, 0.276479, -3.08737e-05, 0, 0, 0, 0, 0
0.0255, 0.276492, -3.13812e-05, 0, 0, 0, 0, 0
0.0255, 0.276524, -3.11446e-05, 0, 0, 0, 0, 0
0.026, 0.276442, -3.23528e-05, 0, 0, 0, 0, 0
0.026, 0.276527, -3.17524e-05, 0, 0, 0, 0, 0
0.0265, 0.27654, -3.22638e-05, 0, 0, 0, 0, 0
0.0265, 0.276572, -3.20281e-05, 0, 0, 0, 0, 0
0.027, 0.276501, -3.2283e-05, 0, 0, 0, 0, 0
0.027, 0.276579, -3.23164e-05, 0, 0, 0, 0, 0
0.0275, 0.276597, -3.25103e-05, 0, 0, 0, 0, 0
0.0275, 0.276599, -3.24293e-05, 0, 0, 0, 0, 0
0.028, 0.276552, -3.31796e-05, 0, 0, 0, 0, 0
0.028, 0.276617, -3.2673e-05, 0, 0, 0, 0, 0
0.0285, 0.276625, -3.29237e-05, 0, 0, 0, 0, 0
0.0285, 0.276628, -3.28461e-05, 0, 0, 0, 0, 0
0.029, 0.276581, -3.26958e-05, 0, 0, 0, 0, 0
0.029, 0.27662, -3.29304e-05, 0, 0, 0, 0, 0
0.0295, 0.276603, -3.30302e-05, 0, 0, 0, 0, 0
0.0295, 0.276606, -3.29538e-05, 0, 0, 0, 0, 0
0.03, 0.276582, -3.38827e-05, 0, 0, 0, 0, 0
0.03, 0.276608, -3.31631e-05, 0, 0, 0, 0, 0
0.0305, 0.276601, -3.33897e-05, 0, 0, 0, 0, 0
0.0305, 0.276604, -3.29934e-05, 0, 0, 0, 0, 0
0.031, 0.276591, -3.44129e-05, 0, 0, 0, 0, 0
0.031, 0.276596, -3.3341e-05, 0, 0, 0, 0, 0
0.0315, 0.27659, -3.35657e-05, 0, 0, 0, 0, 0
0.0315, 0.276593, -3.31726e-05, 0, 0, 0, 0, 0
0.032, 0.27658, -3.45906e-05, 0, 0, 0, 0, 0
0.032, 0.276586, -3.35199e-05, 0, 0, 0, 0, 0
0.0325, 0.27658, -3.37471e-05, 0, 0, 0, 0, 0
0.0325, 0.276612, -3.34905e-05, 0, 0, 0, 0, 0
0.033, 0.276512, -3.44078e-05, 0, 0, 0, 0, 0
0.033, 0.276596, -3.38027e-05, 0, 0, 0, 0, 0
0.0335, 0.27659, -3.40014e-05, 0, 0, 0, 0, 0
0.0335, 0.276622, -3.37512e-05, 0, 0, 0, 0, 0
0.034, 0.276522, -3.46485e-05, 0, 0, 0, 0, 0
0.034, 0.276607, -3.40419e-05, 0, 0, 0, 0, 0
0.0345, 0.276602, -3.4225e-05, 0, 0, 0, 0, 0
0.0345, 0.276633, -3.39804e-05, 0, 0, 0, 0, 0
0.035, 0.276534, -3.48662e-05, 0, 0, 0, 0, 0
0.035, 0.276618, -3.42601e-05, 0, 0, 0, 0, 0
0.0355, 0.276614, -3.44373e-05, 0, 0, 0, 0, 0
0.0355, 0.276646, -3.41966e-05, 0, 0, 0, 0, 0
0.036, 0.276547, -3.50794e-05, 0, 0, 0, 0, 0
0.036, 0.276631, -3.44736e-05, 0, 0, 0, 0, 0
0.0365, 0.276627, -3.46517e-05, 0, 0, 0, 0, 0
0.0365, 0.276659, -3.44137e-05, 0, 0, 0, 0, 0
0.037, 0.276561, -3.52994e-05, 0, 0, 0, 0, 0
0.037, 0.276645, -3.46938e-05, 0, 0, 0, 0, 0
0.0375, 0.276642, -3.48775e-05, 0, 0, 0, 0, 0
0.0375, 0.276674, -3.46415e-05, 0, 0, 0, 0, 0
