0, -19, 0, 0, 0, 0, -0, 0, -0, 0, 0, 0, 0, 0, -0, 0, 0.00109091, 0, 2.72727, 0, 0, 0
0.0025, -19.0003, 1.69707e-05, 0, 0, 0, 5.19663e-05, 0.000544904, 0.00431968, 0.0492907, -6.43896e-06, -0.000849355, -0.00163808, -9.41348e-05, 0.0692857, 0.0699897, 0.00109205, -9.12886e-08, 2.73011, -2.28222e-05, 0, 0
0.005, -19.0008, 4.88647e-05, 0, 0, 0, 0.000249184, 0.00169079, -0.00899596, -0.00164915, 0.000110121, 8.66745e-05, -0.0064394, -0.00186672, 0.00419528, 0.00370748, 0.00109443, -2.62853e-07, 2.73609, -6.57133e-05, 0, 0
0.0075, -19.0015, 8.18833e-05, 0.000146205, 0.0731025, 0.000115867, 0.00055601, 0.00294896, 0.00498931, -0.0585623, 0.000385203, -0.00114746, -0.0132595, -0.00527415, -0.122861, -0.122966, 0.00109707, -4.40467e-07, 2.74266, -0.000110117, 0.0731025, 0.0289667
0.01, -19.0021, 0.000110258, 0.00087723, 0.0731025, 0.000695201, 0.00089904, 0.00421187, -0.0282995, 0.156584, 0.000702015, 0.0023036, -0.0205933, -0.00937467, 0.10702, 0.105152, 0.00109972, -5.93099e-07, 2.74931, -0.000148275, 0.0731025, 0.0289667
0.0125, -19.0026, 0.000139285, 0.00160826, 0.0731025, 0.00127453, 0.00128253, 0.00524719, -0.00696073, 0.00451944, 0.00107292, 0.0131119, -0.0287762, -0.0139747, -0.0371821, -0.0469055, 0.00110191, -7.49242e-07, 2.75477, -0.00018731, 0.0731025, 0.0289667
0.015, -19.003, 0.000164268, 0.0023385, 0.0729849, 0.00185416, 0.00167774, 0.00607731, -0.00482709, -0.0743223, 0.0014234, 0.0164653, -0.0370659, -0.0188586, -0.121345, -0.132881, 0.00110367, -8.83631e-07, 2.75918, -0.000220908, 0.0729849, 0.0289917
0.0175, -19.0032, 0.000184849, 0.00306835, 0.0729849, 0.002434, 0.00206416, 0.00645345, -0.00681522, -0.0506162, 0.00169215, 0.00101978, -0.0450388, -0.0237665, -0.0995286, -0.0975254, 0.00110448, -9.9434e-07, 2.7612, -0.000248585, 0.0729849, 0.0289917
0.02, -19.0034, 0.000204293, 0.00384912, 0.0786433, 0.00301623, 0.00245541, 0.00678106, -0.0251655, 0.156092, 0.00191554, 0.00203759, -0.0530776, -0.0287692, 0.121364, 0.123917, 0.00110519, -1.09893e-06, 2.76297, -0.000274733, 0.0786433, 0.0291248
0.0225, -19.0035, 0.000218589, 0.00463556, 0.0786433, 0.00359872, 0.00284475, 0.00696707, 0.00486633, -0.00402771, 0.00208426, -0.0131739, -0.0608478, -0.0339771, -0.0410462, -0.0247522, 0.0011056, -1.17583e-06, 2.764, -0.000293958, 0.0786433, 0.0291248
0.025, -19.0036, 0.000228842, 0.00541957, 0.0782981, 0.00418117, 0.00324669, 0.0071218, 0.0105942, -0.0103018, 0.00226319, -0.0352377, -0.068679, -0.0395441, -0.0505637, -0.0150852, 0.00110595, -1.23099e-06, 2.76487, -0.000307747, 0.0782981, 0.0291209
0.0275, -19.0036, 0.000242433, 0.00620255, 0.0782981, 0.00476358, 0.00367161, 0.00727178, 0.00476879, -0.00391347, 0.00242494, -0.013175, -0.0770548, -0.0453321, -0.0415193, -0.0220924, 0.00110628, -1.30409e-06, 2.7657, -0.000326023, 0.0782981, 0.0291209
0.03, -19.0037, 0.000248084, 0.00698553, 0.0782981, 0.005346, 0.00409353, 0.00740343, -0.0212502, 0.11991, 0.00259874, -0.00616386, -0.0850406, -0.0514103, 0.0780355, 0.0934062, 0.00110658, -1.3345e-06, 2.76645, -0.000333624, 0.0782981, 0.0291209
0.0325, -19.0037, 0.000252122, 0.00776852, 0.0782981, 0.00592842, 0.00450611, 0.00739491, -0.00588529, 0.0582576, 0.00266158, 0.000831315, -0.0927165, -0.057487, 0.0231092, 0.0348582, 0.00110659, -1.35621e-06, 2.76646, -0.000339053, 0.0782981, 0.0291209
0.035, -19.0037, 0.000256063, 0.00855093, 0.0785623, 0.00651161, 0.00493456, 0.00727283, -0.0201299, 0.156406, 0.00270149, 0.00187698, -0.10061, -0.0638753, 0.120647, 0.133624, 0.00110635, -1.37741e-06, 2.76586, -0.000344353, 0.0785623, 0.0291569
0.0375, -19.0036, 0.000256328, 0.00933266, 0.0772624, 0.00709531, 0.00536379, 0.00722631, -0.00549377, 0.0586454, 0.00274281, 0.000754638, -0.108316, -0.0704769, 0.0194811, 0.0354169, 0.00110627, -1.37884e-06, 2.76567, -0.00034471, 0.0772624, 0.0292508
0.04, -19.0036, 0.000258817, 0.0101053, 0.0772624, 0.00768033, 0.00580633, 0.00710171, -0.0202314, 0.156434, 0.00278277, 0.00185643, -0.116304, -0.0772403, 0.116379, 0.133505, 0.00110602, -1.39223e-06, 2.76506, -0.000348057, 0.0772624, 0.0292508
0.0425, -19.0036, 0.000258737, 0.0108779, 0.0772624, 0.00826534, 0.0062463, 0.00705537, -0.00561509, 0.0586857, 0.00282332, 0.000733855, -0.124086, -0.0841243, 0.0137019, 0.0337945, 0.00110595, -1.3918e-06, 2.76487, -0.000347949, 0.0772624, 0.0292508
0.045, -19.0035, 0.000261228, 0.0116505, 0.0772624, 0.00885036, 0.00669774, 0.00693173, -0.0203027, 0.156449, 0.00286218, 0.00184075, -0.132121, -0.0911372, 0.110666, 0.131949, 0.0011057, -1.4052e-06, 2.76426, -0.0003513, 0.0772624, 0.0292508
0.0475, -19.0035, 0.000261242, 0.0124263, 0.0783231, 0.00943476, 0.00714507, 0.00688648, -0.00570564, 0.0586825, 0.00290142, 0.000723985, -0.139914, -0.0982554, 0.0066941, 0.0309416, 0.00110563, -1.40527e-06, 2.76407, -0.000351318, 0.0783231, 0.0291483
0.05, -19.0034, 0.000263811, 0.0132096, 0.0783231, 0.0100177, 0.00760244, 0.00676374, -0.0203531, 0.156464, 0.00293888, 0.00182661, -0.147922, -0.105493, 0.103722, 0.12916, 0.00110539, -1.41909e-06, 2.76347, -0.000354773, 0.0783231, 0.0291483
0.0525, -19.0035, 0.000264494, 0.013997, 0.079731, 0.0106009, 0.00805256, 0.00678978, -0.00661818, 0.0579815, 0.00296067, 0.000858271, -0.155645, -0.112774, -0.00188443, 0.026462, 0.00110547, -1.42277e-06, 2.76367, -0.000355692, 0.079731, 0.0291905
0.055, -19.0035, 0.000266853, 0.0147943, 0.079731, 0.0111848, 0.00852447, 0.00684117, -0.0213904, 0.156248, 0.00295769, 0.00183094, -0.16371, -0.120439, 0.0970921, 0.12689, 0.0011056, -1.43546e-06, 2.76399, -0.000358864, 0.079731, 0.0291905
0.0575, -19.0035, 0.000266027, 0.0155916, 0.079731, 0.0117686, 0.00900231, 0.00686175, 0.00660279, -0.00358705, 0.00293241, -0.0131521, -0.171607, -0.12847, -0.0690323, -0.0249332, 0.00110566, -1.43101e-06, 2.76416, -0.000357753, 0.079731, 0.0291905
0.06, -19.0034, 0.000261644, 0.0163859, 0.0781862, 0.0123526, 0.0093345, 0.00669309, -6.26066e-07, 0.000423872, 0.00283553, -3.75972e-05, -0.17448, -0.13667, -0.0693175, -0.0331224, 0.00110534, -1.40743e-06, 2.76334, -0.000351858, 0.0781862, 0.0292586
0.0625, -19.0031, 0.00026164, 0.0171677, 0.0781862, 0.0129378, 0.00935434, 0.00604861, -0.0168114, -0.0486309, 0.00257425, 0.000476941, -0.170134, -0.141678, -0.158135, -0.119135, 0.00110401, -1.40741e-06, 2.76003, -0.000351854, 0.0781862, 0.0292586
0.065, -19.0025, 0.000256833, 0.0179496, 0.0781862, 0.013523, 0.00902227, 0.00472755, -0.00548803, -0.066792, 0.00220829, 0.0154769, -0.159393, -0.141349, -0.177973, -0.147359, 0.00110126, -1.38156e-06, 2.75316, -0.000345389, 0.0781862, 0.0292586
0.0675, -19.0015, 0.000243825, 0.0187315, 0.0781862, 0.0141082, 0.00837304, 0.00282638, -0.0137901, -0.0534689, 0.00173974, 0.000352671, -0.142788, -0.136313, -0.202259, -0.155541, 0.00109729, -1.31158e-06, 2.74323, -0.000327896, 0.0781862, 0.0292586
0.07, -19.0006, 0.000224673, 0.0195149, 0.0783656, 0.0146942, 0.0075252, 0.000889243, -0.0120453, -0.134939, 0.00126705, 0.000513461, -0.12298, -0.12786, -0.323292, -0.27268, 0.00109324, -1.20856e-06, 2.73311, -0.00030214, 0.0783656, 0.0293056
0.0725, -18.9996, 0.000198219, 0.0203011, 0.0796346, 0.01528, 0.00652434, -0.0010223, 0.00417682, 0.0483445, 0.000802164, -8.3557e-05, -0.101125, -0.116353, -0.111068, -0.0559856, 0.00108924, -1.06626e-06, 2.72311, -0.000266565, 0.0796346, 0.029239
0.075, -18.9987, 0.000160396, 0.0210975, 0.0796346, 0.0158648, 0.00543045, -0.00276376, 0.00689582, 0.00423643, 0.00026629, 0.00022748, -0.077809, -0.103206, -0.184868, -0.125775, 0.00108558, -8.62801e-07, 2.71395, -0.0002157, 0.0796346, 0.029239
0.0775, -18.998, 0.000112822, 0.0218938, 0.0796346, 0.0164496, 0.00429685, -0.00413135, 0.00721781, 0.0459639, -0.000287909, -9.30412e-05, -0.0541789, -0.0890495, -0.155414, -0.0917372, 0.00108267, -6.06892e-07, 2.70669, -0.000151723, 0.0796346, 0.029239
0.08, -18.9974, 5.72087e-05, 0.0226902, 0.0796346, 0.0170344, 0.0031793, -0.00529684, 0.0206297, 0.141921, -0.000837522, 9.11577e-05, -0.0303337, -0.0756428, -0.0430091, 0.0248311, 0.00108016, -3.07737e-07, 2.7004, -7.69343e-05, 0.0796346, 0.029239
0.0825, -18.997, -4.58818e-06, 0.0234874, 0.0799219, 0.0176201, 0.00213241, -0.00601013, 0.0079285, 0.0449136, -0.00135149, -2.308e-05, -0.00727727, -0.063803, -0.189412, -0.117301, 0.00107854, 2.46807e-08, 2.69636, 6.17018e-06, 0.0799219, 0.029405
0.085, -18.9968, -6.77338e-05, 0.0242838, 0.0796134, 0.0182076, 0.00115633, -0.00630156, 0.0107514, 0.07141, -0.00177489, -0.0152512, 0.014446, -0.0529902, -0.169942, -0.0818075, 0.00107776, 3.64354e-07, 2.69441, 9.10885e-05, 0.0796134, 0.029369
0.0875, -18.9969, -0.000131949, 0.0250799, 0.0796134, 0.018795, 0.000263851, -0.00615354, 0.00690154, 0.0441243, -0.00212821, 0.000134007, 0.0347328, -0.0435278, -0.206605, -0.127204, 0.00107785, 7.09782e-07, 2.69462, 0.000177445, 0.0796134, 0.029369
0.09, -18.9971, -0.000194542, 0.0258761, 0.0796134, 0.0193824, -0.000552658, -0.00561626, 0.00145684, 0.000846044, -0.00239501, 2.14505e-05, 0.0534688, -0.0350468, -0.266501, -0.183764, 0.0010787, 1.04648e-06, 2.69674, 0.00026162, 0.0796134, 0.029369
0.0925, -18.9975, -0.000257059, 0.0266714, 0.0795324, 0.0199701, -0.00127949, -0.00462702, 0.00683471, 0.0447386, -0.00262355, -0.000184493, 0.0706709, -0.0280212, -0.204131, -0.118127, 0.00108044, 1.38277e-06, 2.7011, 0.000345694, 0.0795324, 0.0293862
0.095, -18.998, -0.000319686, 0.0274667, 0.0795324, 0.0205578, -0.00192905, -0.00336233, 0.0148172, 0.139415, -0.00283624, 0.000581297, 0.0864002, -0.0220987, -0.0745378, 0.0138946, 0.00108273, 1.71965e-06, 2.70682, 0.000429914, 0.0795324, 0.0293862
0.0975, -18.9988, -0.000382054, 0.0282639, 0.0797966, 0.0211478, -0.00248874, -0.00173406, 0.00736984, 0.0464317, -0.00304572, -0.0001964, 0.10048, -0.0175226, -0.185885, -0.0937925, 0.00108574, 2.05515e-06, 2.71435, 0.000513787, 0.0797966, 0.0295482
0.1, -18.9996, -0.000442515, 0.029067, 0.0808303, 0.0217383, -0.00297149, 0.000201517, -0.00586755, -0.0359453, -0.00324035, 0.00766036, 0.113037, -0.013987, -0.285778, -0.196988, 0.00108937, 2.38038e-06, 2.72344, 0.000595094, 0.0808303, 0.0295012
0.1025, -19.0006, -0.000499378, 0.0298753, 0.0808303, 0.0223283, -0.00338154, 0.00240061, 0.00679605, 0.0477162, -0.0034102, -0.000221437, 0.124051, -0.0113325, -0.157658, -0.0596747, 0.00109355, 2.68626e-06, 2.73387, 0.000671564, 0.0808303, 0.0295012
0.105, -19.0017, -0.000553568, 0.0306836, 0.0808303, 0.0229183, -0.00373296, 0.00480545, 0.00529033, 0.0679238, -0.00358251, -0.0150853, 0.133997, -0.00956455, -0.123363, -0.0105919, 0.00109815, 2.97776e-06, 2.74538, 0.000744439, 0.0808303, 0.0295012
0.1075, -19.0029, -0.000601373, 0.031492, 0.0809364, 0.0235084, -0.00403337, 0.00737546, -0.00130093, -0.00407223, -0.00370873, 0.0111539, 0.142651, -0.00820565, -0.1877, -0.0931985, 0.00110311, 3.23491e-06, 2.75777, 0.000808728, 0.0809364, 0.0295184
0.11, -19.0042, -0.000643353, 0.0323012, 0.0807724, 0.0240991, -0.00428391, 0.010122, -0.0229502, -0.143844, -0.00380795, -0.000596582, 0.150231, -0.00743393, -0.364445, -0.25792, 0.00110845, 3.46073e-06, 2.77113, 0.000865183, 0.0807724, 0.029693
0.1125, -19.0055, -0.000680207, 0.0331091, 0.0807994, 0.0246931, -0.00449098, 0.0130377, 0.00604413, 0.0502259, -0.00390882, -0.000256333, 0.157121, -0.007422, -0.0734758, 0.0354167, 0.00111417, 3.65897e-06, 2.78543, 0.000914743, 0.0807994, 0.0297102
0.115, -19.0068, -0.000707279, 0.0339171, 0.0807994, 0.0252873, -0.00467617, 0.0159567, -0.0228085, -0.143694, -0.00392241, -0.000673582, 0.163042, -0.00716928, -0.317519, -0.205983, 0.00111993, 3.8046e-06, 2.79981, 0.00095115, 0.0807994, 0.0297102
0.1175, -19.0082, -0.00072545, 0.0347251, 0.0807994, 0.0258816, -0.00484642, 0.0189075, -0.000501747, -0.000996905, -0.00389262, 0.0110949, 0.16845, -0.00690237, -0.0909295, 0.0133364, 0.00112577, 3.90235e-06, 2.81443, 0.000975587, 0.0807994, 0.0297102
0.12, -19.0095, -0.00073195, 0.0355331, 0.0807994, 0.0264758, -0.00502138, 0.0217872, -0.00466153, -0.00302367, -0.00373763, 7.74596e-05, 0.172954, -0.00557485, -0.0793307, 0.0354182, 0.0011315, 3.93731e-06, 2.82874, 0.000984327, 0.0807994, 0.0297102
0.1225, -19.0108, -0.000725874, 0.0363411, 0.0807994, 0.02707, -0.00520087, 0.0246037, 0.000634202, -0.000263196, -0.00345868, 0.0109664, 0.176661, -0.00329834, -0.042253, 0.0649828, 0.00113711, 3.90463e-06, 2.84277, 0.000976156, 0.0807994, 0.0297102
0.125, -19.012, -0.000709877, 0.0371496, 0.0809016, 0.0276666, -0.00537591, 0.0272631, -0.0141585, -0.0735403, -0.00309368, -0.0155198, 0.179473, -0.000276349, -0.136913, -0.00760843, 0.0011424, 3.81858e-06, 2.856, 0.000954645, 0.0809016, 0.0299403
0.1275, -19.0131, -0.000683934, 0.0379702, 0.0821861, 0.0282645, -0.00554327, 0.0298084, 0.00108213, -6.63507e-05, -0.00265586, 0.0110868, 0.181215, 0.00356038, -0.000568962, 0.108059, 0.00114746, 3.67902e-06, 2.86866, 0.000919756, 0.0821861, 0.0298878
0.13, -19.0142, -0.000647588, 0.0387921, 0.0821861, 0.0288622, -0.00570267, 0.0321682, -0.0135158, -0.0730478, -0.00211966, -0.0155642, 0.181891, 0.00819827, -0.0970856, 0.0330969, 0.00115213, 3.48351e-06, 2.88033, 0.000870877, 0.0821861, 0.0298878
0.1325, -19.0152, -0.00060126, 0.0396139, 0.0821861, 0.02946, -0.0058522, 0.0344173, 0.00155227, 4.63458e-05, -0.0015065, 0.0112658, 0.18156, 0.0135132, 0.0378098, 0.14647, 0.00115657, 3.2343e-06, 2.89144, 0.000808575, 0.0821861, 0.0298878
0.135, -19.0161, -0.000545534, 0.0404355, 0.0821321, 0.0300581, -0.00598994, 0.0365191, 0.00449596, 0.102404, -0.000799038, 0.0077123, 0.180187, 0.0194778, 0.180007, 0.291094, 0.0011607, 2.93454e-06, 2.90174, 0.000733635, 0.0821321, 0.029916
0.1375, -19.0169, -0.000482353, 0.0412568, 0.0821321, 0.0306564, -0.00612121, 0.0384413, 0.000673846, -0.000465165, -2.69125e-05, 0.0113609, 0.178042, 0.0259983, 0.0690743, 0.176582, 0.00116443, 2.59467e-06, 2.91106, 0.000648668, 0.0821321, 0.029916
0.14, -19.0177, -0.0004145, 0.0420747, 0.0817483, 0.0312581, -0.00622466, 0.0402867, -0.0129415, -0.0722187, 0.000780633, -0.015468, 0.175132, 0.0323567, -0.028573, 0.0996156, 0.00116799, 2.22968e-06, 2.91997, 0.00055742, 0.0817483, 0.0301023
0.1425, -19.0184, -0.000340288, 0.0429049, 0.0830211, 0.031859, -0.00628105, 0.0420139, -0.00213667, -0.0532326, 0.00165549, 1.48668e-06, 0.171296, 0.0380719, 0.0260192, 0.140791, 0.00117129, 1.83048e-06, 2.92821, 0.000457619, 0.0830211, 0.0300459
0.145, -19.0192, -0.000262468, 0.0437351, 0.0830211, 0.0324599, -0.00624587, 0.0437973, -0.01267, -0.144317, 0.00253774, 0.000170596, 0.166567, 0.0416285, -0.0808524, 0.0327153, 0.00117472, 1.41187e-06, 2.93679, 0.000352968, 0.0830211, 0.0300459
0.1475, -19.0199, -0.000181531, 0.0445653, 0.0830134, 0.033061, -0.00611254, 0.0455312, -0.00194351, -0.0533196, 0.00342088, 0.000155816, 0.161142, 0.0426091, 0.056051, 0.168559, 0.00117804, 9.76494e-07, 2.9451, 0.000244124, 0.0830134, 0.0300905
0.15, -19.0206, -9.99817e-05, 0.0453954, 0.0830134, 0.0336628, -0.00587602, 0.0472616, -0.0121336, -0.143946, 0.00428345, 0.000358254, 0.155054, 0.0408129, -0.0497808, 0.0615741, 0.00118137, 5.37821e-07, 2.95341, 0.000134455, 0.0830134, 0.0300905
0.1525, -19.0212, -2.19325e-05, 0.0462262, 0.0831079, 0.0342675, -0.00557334, 0.0486953, -0.000249022, -0.0528589, 0.0050913, 0.000227224, 0.149584, 0.0361945, 0.0859692, 0.196657, 0.00118401, 1.17979e-07, 2.96004, 2.94948e-05, 0.0831079, 0.0302948
0.155, -19.0217, 5.06514e-05, 0.0470573, 0.0831079, 0.0348734, -0.00521351, 0.0499786, -0.0126982, 0.112505, 0.00581321, -0.00772674, 0.144784, 0.0290002, 0.27722, 0.39383, 0.00118633, -2.72464e-07, 2.96582, -6.8116e-05, 0.0831079, 0.0302948
0.1575, -19.0221, 0.000116023, 0.0478884, 0.0831079, 0.0354793, -0.00479829, 0.0510922, 0.00150847, 0.00167656, 0.00642343, -0.0115242, 0.141074, 0.0188692, 0.169038, 0.28867, 0.00118826, -6.24113e-07, 2.97065, -0.000156028, 0.0831079, 0.0302948
0.16, -19.0225, 0.000175115, 0.0487194, 0.0831079, 0.0360852, -0.00432058, 0.0520081, -0.00522478, 0.105339, 0.00689401, -0.00834449, 0.138183, 0.00583675, 0.293963, 0.411565, 0.00118974, -9.4198e-07, 2.97434, -0.000235495, 0.0831079, 0.0302948
0.1625, -19.0227, 0.000229465, 0.0495505, 0.0831079, 0.0366911, -0.00376164, 0.052795, -7.49066e-05, 0.000589051, 0.00722349, -0.0115671, 0.135694, -0.0103056, 0.179248, 0.300479, 0.00119092, -1.23434e-06, 2.9773, -0.000308585, 0.0831079, 0.0302948
0.165, -19.0229, 0.000278141, 0.0503866, 0.0841089, 0.0372986, -0.00311375, 0.0535231, -0.00632144, -0.00135899, 0.00747488, -6.51708e-05, 0.133456, -0.0296639, 0.178454, 0.291836, 0.00119197, -1.49618e-06, 2.97992, -0.000374044, 0.0841089, 0.0304615
